Resort,HighestPoint,LowestPoint,VerticalDrop,DayPassPriceAdult,BeginnerSlope,IntermediateSlope,DifficultSlope,TotalSlope,SurfaceLifts,ChairLifts,GondolaLifts,TotalLifts,LiftCapacity,SnowCannons,Snowparks,NightSki,Country_Andorra,Country_Austria,Country_France,Country_Germany,Country_Italy,Country_Norway,Country_Other,Country_Slovakia,Country_Spain,Country_Sweden,Country_Switzerland
Eggli-​La Videmanette-Gstaad-​Saanen-​Rougemont,0.07733055012602545,-0.21331717277291307,0.2627370616002804,1.1229403385176975,-0.030514368364201835,-0.4450380753206961,-0.3933928610833739,-0.2640201922612639,-0.41290664872956795,-0.4386331248943765,0.14531067172358345,-0.339300867618833,-0.4361526636632088,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Anzère,0.44782255564705364,1.0576659208929275,-0.18132785330551668,0.3850081160632104,-0.45670845059952286,-0.04372954378916905,-0.16955277932275295,-0.2640201922612639,-0.2743296795252989,-0.517759100365519,-0.4606307129141358,-0.435844207271202,-0.49907089917915176,-0.2517836256696494,1,0,0,0,0,0,0,0,0,0,0,0,1
Borovets,0.6406436737620869,0.5572788761425965,0.45039629342239546,-1.2753393844593854,-0.23434632073761624,-0.20425295640177987,-0.3933928610833739,-0.2640201922612639,-0.41290664872956795,-0.4386331248943765,-0.309145366754706,-0.435844207271202,-0.4266748046764915,-0.15409635709144068,1,1,0,0,0,0,0,0,1,0,0,0,0
Font-Romeu-​Bolquère Pyrénées 2000,0.16272275957696875,1.4329562044556756,-0.8446382073698244,-0.35292410639127664,-0.12316525580666292,-0.40490722216754343,-0.16955277932275295,-0.2640201922612639,0.07211274348537365,-0.12212922300980676,-0.4606307129141358,-0.11403307509663874,-0.17556576268973276,0.7617217858292661,1,0,0,0,1,0,0,0,0,0,0,0,0
Oppdal,-1.0947463892732123,-1.2316048088398366,-0.5622203535385225,0.20052506044958862,0.062136519078259254,-0.6456923410864597,-0.16955277932275295,-0.2815485037806839,-0.8979260409445096,-0.7551370267789462,-0.6121160590735656,-0.8541986790981342,-0.7693525437843501,-0.5448454314042755,0,0,0,0,0,0,0,1,0,0,0,0,0
Brévent-​Flégère-Chamonix-,0.5924383942333286,-0.11824363427035019,0.8870291595431583,0.8462157550972648,-0.47523862808801504,-0.2845146627080853,0.44600744551895466,-0.2815485037806839,-0.5514836179338369,-0.12212922300980676,0.14531067172358345,-0.27493864118392036,-0.18953313382805306,-0.5448454314042755,1,0,0,0,1,0,0,0,0,0,0,0,0
Les Houches-​Saint-Gervais-Prarion-​Bellevue-Chamonix-,-1.5079344995197124,-1.2341067440635882,-1.1177660002198335,0.10828353264277774,-0.21581614324912402,-0.2845146627080853,-0.3933928610833739,-0.2903126595403939,-0.6207721025359715,-0.12212922300980676,-0.1576600205952762,-0.3714819808362893,-0.33864132726897256,-0.22003526338173157,1,0,0,0,1,0,0,0,0,0,0,0,0
Ylläs,-1.896331323151422,-2.1948498699842234,-0.9282487562014599,0.016042004835966853,-0.28993685320309287,-0.22431838297835624,-0.33743284064321866,-0.2903126595403939,0.9035745587109878,-0.6760110513078038,-0.4606307129141358,0.04687249099064287,-0.15591601385228213,-0.45692688968388767,1,1,0,0,0,0,0,0,1,0,0,0,0
Belvedere-​Col Rodella-​Ciampac-​Buffaure-Canazei-​Campitello-​Alba-​Pozza di Fassa,0.458840905253627,0.6073175806176296,0.16797843959109357,0.5694911716768322,-0.5493593380419839,0.016466735940560005,-0.2814728202030634,-0.2903126595403939,-0.2050411949231644,0.6691305317016176,0.9027374025207325,0.3686836231652061,0.4498861765756108,-0.5448454314042755,1,1,0,0,0,0,1,0,0,0,0,0,0
Lauchernalp-Lötschental,1.399532502914825,0.8550091677690435,1.2530575622060955,0.5694911716768322,-0.3084670306915851,-0.4450380753206961,0.33408740463864417,-0.2903126595403939,-0.828637556342375,-0.5968850758366614,-0.309145366754706,-0.6932931130108525,-0.621870985180968,-0.4764643433995294,1,0,0,0,0,0,0,0,0,0,0,0,1
Grossglockner Heiligenblut,1.2315026714145816,0.5597808113663482,1.2456255134210614,0.20052506044958862,-0.3084670306915851,-0.10392582351889812,-0.6172329428439949,-0.2903126595403939,-0.41290664872956795,-0.6760110513078038,-0.006174674435846377,-0.4680253204886583,-0.4982467375281328,-0.3983145285369625,0,0,0,1,0,0,0,0,0,0,0,0,0
Brandnertal-Brand-​Bürserberg,-0.13064079869804612,-0.4334874724630587,0.14568229323599077,0.3850081160632104,-0.27140667571460064,-0.18418752982520353,-0.5053129019636844,-0.2903126595403939,-0.5514836179338369,-0.2803811739520916,-0.1576600205952762,-0.4036630940537456,-0.3580741914614182,-0.3445865308189477,1,1,0,1,0,0,0,0,0,0,0,0,0
Alpe du Grand-Serre-La Morte,0.12278124225314044,0.7249085361339574,-0.3727031095201489,-1.3675809122661964,-0.011984190875709618,-0.4450380753206961,-0.5612729224038396,-0.2903126595403939,-0.1357527103210299,-0.517759100365519,-0.6121160590735656,-0.4036630940537456,-0.4768619115306424,-0.5448454314042755,1,0,0,0,1,0,0,0,0,0,0,0,0
Les Angles,0.38722163281090033,1.307859443268093,-0.44888160956675005,-0.35292410639127664,-0.27140667571460064,-0.324645515861238,-0.11359275888259773,-0.2903126595403939,0.07211274348537365,-0.4386331248943765,-0.4606307129141358,-0.24275752796646402,-0.29682596771201364,0.34166653094296856,1,1,0,0,1,0,0,0,0,0,0,0,0
Kopaonik,-0.10722680578407781,-0.05069138322905551,-0.10700736545517407,-1.0908563288457638,-0.12316525580666292,-0.40490722216754343,-0.33743284064321866,-0.2903126595403939,0.002824258883239141,0.2735006543459054,-0.6121160590735656,-0.017489735444269777,-0.009128486112915826,0.2244418086491181,1,1,0,0,0,0,0,0,1,0,0,0,0
Aussois,0.9023294769182034,1.0576659208929275,0.4318161714598098,-1.1830978566525745,-0.12316525580666292,-0.34471094243781436,-0.5053129019636844,-0.2903126595403939,-0.690060587138106,-0.4386331248943765,-0.6121160590735656,-0.6289308865759399,-0.5692113933737603,-0.22736180852509721,1,0,0,0,1,0,0,0,0,0,0,0,0
First-Grindelwald,0.5593833454136086,-0.06820492979531709,0.8052766229077813,1.2151818663245082,-0.12316525580666292,-0.48516892847384885,-0.2255127997629082,-0.30784097105981395,-0.7593490717402405,-0.517759100365519,-0.1576600205952762,-0.5967497733584836,-0.49347527533802343,-0.45204252625497726,1,0,0,0,0,0,0,0,0,0,0,0,1
Sörenberg-Rothorn-​Dorf,0.35141199658953703,0.08191118362978218,0.41323604949722414,0.20052506044958862,-0.12316525580666292,-0.48516892847384885,-0.2255127997629082,-0.30784097105981395,-0.1357527103210299,-0.517759100365519,-0.309145366754706,-0.339300867618833,-0.3154129817889399,-0.5448454314042755,1,1,0,0,0,0,0,0,0,0,0,0,1
Riserva Bianca-Limone Piemonte,-0.04800317664874617,-0.07821267069032371,-0.0066747068572115585,-0.7218902176185201,-0.47523862808801504,-0.08386039694232177,-0.3933928610833739,-0.3166051268195239,-0.6207721025359715,0.11524870340362056,-0.4606307129141358,-0.339300867618833,-0.32137730952657667,-0.5448454314042755,0,0,0,0,0,0,1,0,0,0,0,0,0
Gitschberg Jochtal,-1.0203725294288424,-0.7637429219982771,-0.8093359756409116,0.3850081160632104,-0.3640575631570618,-0.2845146627080853,-0.16955277932275295,-0.3253692825792339,0.002824258883239141,-0.4386331248943765,0.29679601788301324,-0.11403307509663874,-0.2571360776761034,-0.32504907710330594,1,0,0,0,0,0,1,0,0,0,0,0,0
Schilthorn-Mürren-​Lauterbrunnen,1.20533409109897,-0.7036964766282373,2.1486194408027237,1.2151818663245082,-0.3269972081800773,-0.324645515861238,-0.16955277932275295,-0.3253692825792339,-0.7593490717402405,-0.2012551984809492,0.29679601788301324,-0.3714819808362893,-0.46892393352346035,-0.45204252625497726,1,0,0,0,0,0,0,0,0,0,0,0,1
Pila,-0.7641959010760125,-1.2691338371961114,-0.08842724349258843,0.016042004835966853,-0.5308291605534917,-0.08386039694232177,-0.33743284064321866,-0.33413343833894393,-0.6207721025359715,-0.12212922300980676,-0.006174674435846377,-0.339300867618833,-0.2888663012403311,0.6274017915342291,1,0,0,0,0,0,1,0,0,0,0,0,0
Brigels-​Waltensburg-​Andiast,0.44506796824541034,0.08191118362978218,0.5395808788428066,0.661732699483643,-0.43817827311103064,-0.12399125009547447,-0.5053129019636844,-0.33413343833894393,-0.3436181641274334,-0.4386331248943765,-0.6121160590735656,-0.4680253204886583,-0.5518172448443613,-0.3006272599587537,1,1,0,0,0,0,0,0,0,0,0,0,1
Aprica,0.24122850052380373,0.21201181526486823,0.16797843959109357,-0.35292410639127664,-0.16022561078364736,-0.5052343550504251,-0.2814728202030634,-0.33413343833894393,-0.2743296795252989,-0.4386331248943765,-0.309145366754706,-0.3714819808362893,-0.4664731370349042,-0.5448454314042755,1,0,0,0,0,0,1,0,0,0,0,0,0
Bormio-Cima Bianca,1.26318042653348,0.3696337343612225,1.4295687208506593,-0.1684410507776549,-0.4196480956225384,-0.10392582351889812,-0.5612729224038396,-0.33413343833894393,-0.41290664872956795,-0.3595071494232341,-0.309145366754706,-0.4036630940537456,-0.38698491464058127,0.04127818006497676,1,1,0,0,0,0,1,0,0,0,0,0,0
Sedrun-Oberalp,0.2825473115484537,1.0576659208929275,-0.4042893168565445,1.0306988107108865,-0.49376880557650726,-0.08386039694232177,-0.3933928610833739,-0.33413343833894393,-0.48219513333170244,-0.3595071494232341,-0.6121160590735656,-0.5002064337061146,-0.5069221233283318,-0.5448454314042755,1,0,0,0,0,0,0,0,0,0,0,0,1
Grosseck-​Speiereck-Mauterndorf-​St. Michael,0.4202766816306203,0.04438215527350736,0.534006842254031,-0.07619952297084402,-0.1972859657606318,-0.4450380753206961,-0.2814728202030634,-0.33413343833894393,-0.5514836179338369,-0.4386331248943765,-0.309145366754706,-0.5002064337061146,-0.4595111399302445,-0.17851817423599287,0,1,0,1,0,0,0,0,0,0,0,0,0
Hirmentaz-​Les Habères-Bellevaux-​Habère-Poche,-0.6677853420184959,-0.3859507032117772,-0.6142446950337623,-1.644305495686629,-0.12316525580666292,-0.4450380753206961,-0.5053129019636844,-0.33413343833894393,0.9035745587109878,-0.2803811739520916,-0.6121160590735656,0.17559694386046817,-0.12997661030968724,-0.5448454314042755,1,0,0,0,1,0,0,0,0,0,0,0,0
Pragelato,0.8334647918771202,0.6448466089739044,0.6454875740295448,0.10828353264277774,-0.4196480956225384,-0.14405667667205083,-0.44935288152352915,-0.33413343833894393,-0.690060587138106,-0.6760110513078038,-0.6121160590735656,-0.7254742262283089,-0.6899727637125297,-0.5448454314042755,0,0,0,0,0,0,1,0,0,0,0,0,0
Porté Puymorens,0.5180645343889586,1.307859443268093,-0.27237045092218637,-1.0908563288457638,-0.28993685320309287,-0.38484179559096704,-0.16955277932275295,-0.33413343833894393,-0.6207721025359715,-0.4386331248943765,-0.6121160590735656,-0.5967497733584836,-0.6092916757706794,-0.3738927113924103,1,0,0,0,1,0,0,0,0,0,0,0,0
Mythenregion,-1.4115239404621958,-1.2616280315248563,-0.9672670123228897,-0.2606825785844658,-0.34552738566856955,-0.16412210324862717,-0.6172329428439949,-0.33413343833894393,-0.2050411949231644,-0.7551370267789462,-0.006174674435846377,-0.4036630940537456,-0.4962513987940871,-0.41052543710923856,1,0,0,0,0,0,0,0,0,0,0,0,1
Candanchú,0.19440051469586708,1.0926930140254507,-0.5492142681647125,-0.07619952297084402,-0.4011179181340462,-0.4249726487441198,0.16620734331817846,-0.33413343833894393,0.3492666818939117,-0.2803811739520916,-0.6121160590735656,-0.08185196187918242,-0.34317421634957657,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,1,0,0
Zugspitze,-0.13064079869804612,-0.9438822581083962,0.524716781272738,0.2927665882563995,-0.5493593380419839,-0.5252997816270015,-0.6731929632841501,-0.5970581111302441,-0.690060587138106,-0.5968850758366614,-0.006174674435846377,-0.5645686601410272,-0.48414923560280954,-0.5448454314042755,0,0,0,0,0,1,0,0,0,0,0,0,0
Lindvallen-​Högfjället-Sälen-,-1.6635686877125606,-1.2466164201823464,-1.3184313174157585,-0.07619952297084402,-0.27140667571460064,-0.4450380753206961,-0.5053129019636844,-0.404246684416624,2.4279212199579474,-0.4386331248943765,-0.6121160590735656,0.8192192082095946,0.32602335581327024,-0.5448454314042755,1,1,0,0,0,0,0,0,0,0,0,1,0
Jasná Nízke Tatry-Chopok,-0.12513162389475946,-0.33591199873674416,0.08065186636694101,-0.2606825785844658,-0.3269972081800773,-0.4450380753206961,-0.2814728202030634,-0.38671837289720395,0.3492666818939117,-0.12212922300980676,0.14531067172358345,0.14341583064301183,-0.005376381754329778,0.7421843321136243,1,1,0,0,0,0,0,0,0,1,0,0,0
Tandådalen-​Hundfjället-Sälen-,-1.6842280932248856,-1.264129966748608,-1.3332954149858272,-0.07619952297084402,-0.34552738566856955,-0.48516892847384885,-0.0016727180022872532,-0.37795421713749394,1.9429018277430057,-0.4386331248943765,-0.6121160590735656,0.5939514156874004,0.15535682865885633,-0.5448454314042755,1,1,0,0,0,0,0,0,0,0,0,1,0
Sheregesh-Kemerovo,-1.1360652002978624,-1.018940314820946,-0.7758917561082576,0.10828353264277774,-0.6790705804614294,-0.7861503271224941,-0.6731929632841501,-0.7723412263244442,-0.7593490717402405,-0.3595071494232341,-0.006174674435846377,-0.5002064337061146,-0.33734001939894276,-0.5448454314042755,0,0,0,0,0,0,0,0,1,0,0,0,0
Gazprom Mountain Resort-Laura-– Esto-Sadok-Sotschi-,-1.5781764782616172,-1.3266783473423993,-1.1437781709674535,-0.9063732732321419,-0.5493593380419839,-0.5854960613567306,-0.5612729224038396,-0.5970581111302441,-0.5514836179338369,-0.2803811739520916,0.29679601788301324,-0.3071197544013767,-0.16480828429748606,-0.5448454314042755,0,1,0,0,0,0,0,0,1,0,0,0,0
Steinplatte-​Winklmoosalm-Waidring-​Reit im Winkl,-0.3234619168130794,-0.84380484915833,0.19027458594619634,0.3850081160632104,-0.34552738566856955,-0.34471094243781436,-0.5612729224038396,-0.404246684416624,-0.7593490717402405,-0.043003247538664316,-0.309145366754706,-0.435844207271202,-0.07662298763846369,-0.28353198795756723,1,0,0,1,0,0,0,0,0,0,0,0,0
Rigi,-1.0740869837608875,-1.596887351507578,-0.26308038994089356,0.20052506044958862,-0.6049498705074606,-0.7058886208161887,-0.6731929632841501,-0.6934638244870541,-0.690060587138106,-0.7551370267789462,-0.1576600205952762,-0.6611119997933962,-0.6283775245311172,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Métabief,-0.9294711451746125,-0.19330169098289982,-1.1103339514347992,-1.4598224400730073,-0.3269972081800773,-0.4249726487441198,-0.5612729224038396,-0.421774995936044,0.41855516649604624,-0.12212922300980676,-0.6121160590735656,0.014691377773186548,-0.23267148971954238,-0.5448454314042755,0,0,0,0,1,0,0,0,0,0,0,0,0
Latemar-Obereggen-​Pampeago-​Predazzo,-0.7641959010760125,-0.06820492979531709,-0.9802730976966997,0.4772496438700212,-0.5122989830649995,-0.14405667667205083,-0.2814728202030634,-0.35166174985836396,-0.5514836179338369,0.2735006543459054,-0.1576600205952762,-0.1783953015315514,0.023143949063824283,-0.05640908851323196,1,1,0,0,0,0,1,0,0,0,0,0,0
Mariborsko Pohorje-Maribor,-1.0575594593510274,-1.8821079670152667,-0.02897085321231434,-0.9986148010389528,-0.25287649822610847,-0.5252997816270015,-0.3933928610833739,-0.413010840176334,0.14140122808750816,-0.3595071494232341,-0.4606307129141358,-0.1783953015315514,-0.26106168975069344,-0.3201647136743955,0,1,0,0,0,0,0,0,1,0,0,0,0
Praz de Lys-​Sommand-Taninges-​Mieussy-,-0.17746878452598278,0.4071627627174973,-0.5417822193796783,-1.1830978566525745,-0.27140667571460064,-0.46510350189727245,-0.33743284064321866,-0.37795421713749394,0.2799781972917772,-0.2803811739520916,-0.6121160590735656,-0.11403307509663874,-0.2010063315488162,-0.3983145285369625,1,0,0,0,1,0,0,0,0,0,0,0,0
Espace Dôle-La Dôle-​Les Tuffes,-0.5741293703626227,0.14946343467107687,-0.8855144756875128,-1.3675809122661964,-0.3640575631570618,-0.6256269145098833,-0.5612729224038396,-0.5269448650525641,0.2799781972917772,-0.517759100365519,-0.6121160590735656,-0.2105764147490077,-0.34903010176471083,-0.5448454314042755,1,0,0,0,1,0,0,0,0,0,0,0,0
Kreischberg,0.031879857998910466,-0.5235571405181182,0.4318161714598098,0.20052506044958862,-0.3640575631570618,-0.46510350189727245,-0.16955277932275295,-0.404246684416624,-0.48219513333170244,-0.4386331248943765,-0.1576600205952762,-0.435844207271202,-0.36143590345899534,-0.27620544281420156,1,0,0,1,0,0,0,0,0,0,0,0,0
Garmisch-Classic-Garmisch-Partenkirchen,-0.06177611365696283,-0.8638203309483432,0.5581610008053922,0.10828353264277774,-0.45670845059952286,-0.4249726487441198,-0.11359275888259773,-0.421774995936044,-0.2050411949231644,-0.4386331248943765,-0.006174674435846377,-0.27493864118392036,-0.3119428274688603,-0.5448454314042755,1,0,0,0,0,1,0,0,0,0,0,0,0
Aiguille du Midi-Chamonix-,2.406334198215463,-0.10573395815159191,3.3247411610343955,1.6763895053585627,-0.6790705804614294,-0.7861503271224941,-0.6731929632841501,-0.7723412263244442,-0.967214525546644,-0.7551370267789462,0.14531067172358345,-0.7254742262283089,-0.6648141448919528,-0.5448454314042755,0,0,0,0,1,0,0,0,0,0,0,0,0
Carezza Ski,0.33350717847885536,0.3070853537674311,0.22186079328259195,-0.07619952297084402,-0.28993685320309287,-0.5052343550504251,-0.5053129019636844,-0.421774995936044,-0.06646422571889538,-0.3595071494232341,-0.309145366754706,-0.24275752796646402,-0.35293402537480034,-0.11746363137461241,1,0,0,0,0,0,1,0,0,0,0,0,0
Pizol-Bad Ragaz-​Wangs,-2.182808412922329,-1.4692886550962436,-1.8535388299382254,0.8462157550972648,-0.4196480956225384,-0.3647763690143907,-0.2255127997629082,-0.39548252865691397,-0.6207721025359715,-0.4386331248943765,-0.309145366754706,-0.5323875469235709,-0.4920438366809906,-0.393430165108052,1,1,0,0,0,0,0,0,0,0,0,0,1
SuperBesse-Puy de Sancy,-0.33723485382129603,0.5572788761425965,-0.8687923659211858,-0.9063732732321419,-0.12316525580666292,-0.605561487933307,-0.44935288152352915,-0.39548252865691397,0.14140122808750816,-0.3595071494232341,-0.4606307129141358,-0.1783953015315514,-0.3085811154712832,0.1853669012178346,1,1,0,0,1,0,0,0,0,0,0,0,0
Stöten,-1.7420744286593954,-1.5868796106125713,-1.1716483539113318,-0.07619952297084402,-0.1972859657606318,-0.725954047392765,-0.5053129019636844,-0.49188824201372405,0.21068971268964268,-0.5968850758366614,-0.6121160590735656,-0.27493864118392036,-0.3518496021497755,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,1,0
Fellhorn-​Kanzelwand-Oberstdorf-​Riezlern,-0.17609149082516112,-0.3934565088830322,0.05463969561932109,0.2927665882563995,-0.43817827311103064,-0.40490722216754343,-0.5612729224038396,-0.474359930494304,-0.48219513333170244,-0.2803811739520916,-0.006174674435846377,-0.339300867618833,-0.2905580014713699,-0.27620544281420156,1,1,0,1,0,0,0,0,0,0,0,0,0
Idre Fjäll,-1.6594368066100955,-1.2240990031685814,-1.32957939059331,-0.1684410507776549,-0.3640575631570618,-0.34471094243781436,-0.5612729224038396,-0.413010840176334,0.48784365109818073,-0.4386331248943765,-0.6121160590735656,-0.08185196187918242,-0.2323461627520349,-0.5448454314042755,1,1,0,0,0,0,0,0,0,0,0,1,0
Großglockner Resort Kals-Matrei,0.45057714304869695,-0.36093135097426066,0.8758810863656069,0.4772496438700212,-0.5308291605534917,-0.34471094243781436,-0.33743284064321866,-0.448067463215174,-0.3436181641274334,-0.3595071494232341,-0.1576600205952762,-0.339300867618833,-0.37297416657325994,-0.5448454314042755,1,0,0,1,0,0,0,0,0,0,0,0,0
Pamporovo,-0.23256053255884943,1.357898147743126,-1.3221473418082756,-1.2753393844593854,-0.3640575631570618,-0.665757767663036,-0.3933928610833739,-0.5181807092928541,-0.5514836179338369,-0.2012551984809492,-0.6121160590735656,-0.4680253204886583,-0.45994490922025444,-0.22736180852509721,1,1,0,0,0,0,0,0,1,0,0,0,0
Abetone-​Val di Luce,-0.2793885183867861,0.4071627627174973,-0.6792751219028121,-1.0908563288457638,-0.4196480956225384,-0.22431838297835624,-0.6172329428439949,-0.38671837289720395,-0.5514836179338369,0.03612272793247812,-0.4606307129141358,-0.339300867618833,-0.24761484176038506,-0.27620544281420156,1,0,0,0,0,0,1,0,0,0,0,0,0
Gerlitzen,-1.5079344995197124,-1.394230598383694,-0.9988532196592853,0.2927665882563995,-0.49376880557650726,-0.24438380955493258,-0.5053129019636844,-0.413010840176334,-0.2743296795252989,-0.2012551984809492,-0.4606307129141358,-0.3071197544013767,-0.28743486258329826,-0.2517836256696494,1,0,0,1,0,0,0,0,0,0,0,0,0
Paganella-Andalo,0.04152091390466213,-0.11824363427035019,0.14382428103973222,-0.1684410507776549,-0.5122989830649995,-0.34471094243781436,-0.6172329428439949,-0.48312408625401404,-0.690060587138106,0.194374678874763,-0.309145366754706,-0.3071197544013767,-0.24891614963041492,-0.5448454314042755,1,1,0,0,0,0,1,0,0,0,0,0,0
Melchsee-Frutt-Kerns-,0.22056909501147873,0.006853126917232545,0.2924652567404174,0.20052506044958862,-0.3084670306915851,-0.665757767663036,-0.11359275888259773,-0.456831618974884,-0.6207721025359715,-0.4386331248943765,-0.309145366754706,-0.5323875469235709,-0.46246077110231215,-0.27620544281420156,1,1,0,0,0,0,0,0,0,0,0,0,1
Vall de Núria,-0.1802233719276261,-0.4134719906730454,0.06392975660061391,-1.0908563288457638,-0.6049498705074606,-0.7460194739693414,-0.6172329428439949,-0.7109921360064742,-0.7593490717402405,-0.6760110513078038,-0.309145366754706,-0.6932931130108525,-0.6643803756019429,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,1,0,0
Arêches-Beaufort-,0.2825473115484537,-0.06820492979531709,0.4318161714598098,-1.1830978566525745,-0.4011179181340462,-0.38484179559096704,0.16620734331817846,-0.33413343833894393,-0.3436181641274334,-0.3595071494232341,-0.6121160590735656,-0.435844207271202,-0.455693970178157,-0.4349472542537907,1,0,0,0,1,0,0,0,0,0,0,0,0
Špindlerův Mlýn,-1.1842704798266208,-0.9388783876608929,-0.9003785732575814,-0.7218902176185201,-0.5308291605534917,-0.5252997816270015,-0.5612729224038396,-0.562001488091404,0.21068971268964268,-0.2803811739520916,-0.6121160590735656,-0.14621418831409508,-0.30005754892258774,-0.5448454314042755,1,1,0,0,0,0,0,0,1,0,0,0,0
Les Mosses-​La Lécherette,-0.3096889798048627,0.9200594835865865,-1.1010438904535065,-0.9986148010389528,-0.49376880557650726,-0.18418752982520353,-0.6731929632841501,-0.421774995936044,0.002824258883239141,-0.7551370267789462,-0.6121160590735656,-0.435844207271202,-0.5407561279491077,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Cimone-Montecreto-​Sestola-​Le Polle,-0.1636958475177661,-0.4434952133580653,0.10852204931081948,-0.6296486898117093,-0.4011179181340462,-0.2845146627080853,-0.11359275888259773,-0.33413343833894393,-0.5514836179338369,0.2735006543459054,-0.4606307129141358,-0.24275752796646402,-0.25433826575553925,-0.5448454314042755,1,0,0,0,0,0,1,0,0,0,0,0,0
Luchon Superbagnères,-0.9019252711581792,-1.1065080476522537,-0.39499925587525164,-0.7218902176185201,-0.38258774064555395,-0.5854960613567306,-0.33743284064321866,-0.49188824201372405,-0.48219513333170244,-0.3595071494232341,-0.4606307129141358,-0.4680253204886583,-0.4230962080339094,-0.10525272280233632,1,0,0,0,1,0,0,0,0,0,0,0,0
Lélex-​Crozet,-1.6456638696018788,-1.0939983715334956,-1.4076159028361697,-1.2753393844593854,-0.38258774064555395,-0.6456923410864597,-0.44935288152352915,-0.5269448650525641,0.07211274348537365,-0.5968850758366614,-0.309145366754706,-0.27493864118392036,-0.40607076340101894,-0.2517836256696494,1,0,0,0,1,0,0,0,0,0,0,0,0
Alpika Service,0.18338216508929375,-1.3567015700274192,1.2549155744023541,-1.8287885513002506,-0.49376880557650726,-0.5854960613567306,-0.3933928610833739,-0.553237332331694,-0.8979260409445096,-0.6760110513078038,0.44828136404244306,-0.5967497733584836,-0.3763575670353375,-0.5448454314042755,0,0,0,0,0,0,0,0,1,0,0,0,0
Sinaia,-1.6732097436183122,-0.6086229381256745,-1.8052305128355026,-0.9063732732321419,-0.6234800479959528,-0.5654306347801542,-0.44935288152352915,-0.5970581111302441,-0.828637556342375,-0.517759100365519,-0.006174674435846377,-0.5967497733584836,-0.5554175299514439,-0.5448454314042755,0,0,0,0,0,0,0,0,1,0,0,0,0
Gourette-Eaux Bonnes-,0.4891413666717036,0.6823756373301793,0.15311434202102503,-0.35292410639127664,-0.34552738566856955,-0.5252997816270015,-0.44935288152352915,-0.465595774734594,-0.690060587138106,-0.3595071494232341,-0.1576600205952762,-0.5002064337061146,-0.34295733170457154,-0.15898072052035112,1,0,0,0,1,0,0,0,0,0,0,0,0
Rauriser Hochalmbahnen-Rauris,0.11038559894574544,-0.34341780440799907,0.40394598851593133,0.10828353264277774,-0.4011179181340462,-0.5453652082035779,-0.3933928610833739,-0.49188824201372405,-0.5514836179338369,-0.6760110513078038,-0.1576600205952762,-0.5645686601410272,-0.5106742276869178,-0.45936907139834293,1,0,0,1,0,0,0,0,0,0,0,0,0
Hoch-Ybrig-Unteriberg-​Oberiberg,-0.33723485382129603,-0.10573395815159191,-0.376419133912666,0.3850081160632104,-0.4011179181340462,-0.18418752982520353,-0.3933928610833739,-0.33413343833894393,-0.41290664872956795,-0.3595071494232341,-0.4606307129141358,-0.435844207271202,-0.4082396098510687,-0.5448454314042755,1,0,0,0,0,0,0,0,0,0,0,0,1
Meran 2000,-0.6691626357193176,-1.0739828897434822,-0.10514935325891551,-0.2606825785844658,-0.45670845059952286,-0.2845146627080853,-0.5053129019636844,-0.421774995936044,-0.7593490717402405,-0.3595071494232341,-0.309145366754706,-0.5645686601410272,-0.5637892772486359,-0.5448454314042755,1,0,0,0,0,0,1,0,0,0,0,0,0
Nätschen-Andermatt,0.343148234384607,0.9175575483628349,-0.218488097230688,0.20052506044958862,-0.5308291605534917,-0.6858231942396124,-0.2255127997629082,-0.5882939553705341,-0.8979260409445096,-0.4386331248943765,-0.309145366754706,-0.6611119997933962,-0.4743894265775857,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Albiez-Montrond,0.1448179414662871,1.0576659208929275,-0.5900905364824011,-1.552063967879818,-0.21581614324912402,-0.6456923410864597,-0.5053129019636844,-0.465595774734594,-0.41290664872956795,-0.3595071494232341,-0.6121160590735656,-0.4680253204886583,-0.5430984821151614,-0.5448454314042755,0,0,0,0,1,0,0,0,0,0,0,0,0
Tarvisio-Monte Lussari,-0.47220963650181935,-0.8087777560258068,-0.0364029019973486,-0.6296486898117093,-0.5122989830649995,-0.5654306347801542,-0.3933928610833739,-0.553237332331694,-0.6207721025359715,-0.12212922300980676,-0.309145366754706,-0.4036630940537456,-0.39297093084271856,-0.5448454314042755,1,1,0,0,0,0,1,0,0,0,0,0,0
Mount Parnassos-Fterolakka-​Kellaria,0.2825473115484537,1.307859443268093,-0.5900905364824011,-1.0908563288457638,-0.34552738566856955,-0.48516892847384885,-0.5053129019636844,-0.456831618974884,-0.3436181641274334,-0.517759100365519,0.14531067172358345,-0.339300867618833,-0.3344554536203766,-0.5448454314042755,0,0,0,0,0,0,0,0,1,0,0,0,0
