Resort,HighestPoint,LowestPoint,VerticalDrop,DayPassPriceAdult,BeginnerSlope,IntermediateSlope,DifficultSlope,TotalSlope,SurfaceLifts,ChairLifts,GondolaLifts,TotalLifts,LiftCapacity,SnowCannons,Snowparks,NightSki,Country_Andorra,Country_Austria,Country_France,Country_Germany,Country_Italy,Country_Norway,Country_Other,Country_Slovakia,Country_Spain,Country_Sweden,Country_Switzerland
Kranzberg-Mittenwald,-1.025881704232129,-0.2433403954579329,-1.2032345612477275,-1.1830978566525745,-0.5678895155304762,-0.6456923410864597,-0.5612729224038396,-0.6408788899287942,-0.3436181641274334,-0.6760110513078038,-0.6121160590735656,-0.5645686601410272,-0.6424750264564404,-0.5253079776886338,1,1,0,0,0,1,0,0,0,0,0,0,0
Wetterstein lifts-Wettersteinbahnen-– Ehrwald,-0.7779688380842292,-0.19330169098289982,-0.9059526098463571,0.10828353264277774,-0.4011179181340462,-0.6858231942396124,-0.5053129019636844,-0.5707656438511141,-0.5514836179338369,-0.4386331248943765,-0.6121160590735656,-0.5645686601410272,-0.6516926238691518,-0.46425343482725334,1,0,0,1,0,0,0,0,0,0,0,0,0
Stuhleck-Spital am Semmering,-0.44190917508374267,-0.7512332458795188,-0.038260914193607165,0.016042004835966853,-0.34552738566856955,-0.665757767663036,-0.6731929632841501,-0.562001488091404,-0.48219513333170244,-0.5968850758366614,-0.6121160590735656,-0.5967497733584836,-0.4570386549771878,0.04127818006497676,1,1,0,1,0,0,0,0,0,0,0,0,0
Glacier 3000 / Les Diablerets,1.2686896013367666,0.6648620907639177,1.2177553304771829,1.1229403385176975,-0.5122989830649995,-0.725954047392765,-0.0016727180022872532,-0.553237332331694,-0.690060587138106,-0.517759100365519,-0.1576600205952762,-0.5645686601410272,-0.5468288980092469,-0.5448454314042755,1,0,0,0,0,0,0,0,0,0,0,0,1
Rossfeld - Berchtesgaden - Oberau,-0.7449137892645092,0.5572788761425965,-1.418763976013721,-2.0132716069138725,-0.5493593380419839,-0.7660849005459178,-0.6731929632841501,-0.7022279802467641,-0.690060587138106,-0.7551370267789462,-0.6121160590735656,-0.7576553394457652,-0.6993204919122441,-0.5448454314042755,1,1,0,0,0,1,0,0,0,0,0,0,0
Les Arcs /​ Peisey-Vallandry (Paradiski),1.5579212785093166,0.3070853537674311,1.8736336357564563,0.7539742272904539,1.2480678783417611,0.6184295332378505,0.781767568159886,0.9804899256175568,0.21068971268964268,1.3812643109418998,0.5997667102018729,0.7870380949921383,1.0230038510012542,1.3918046681587124,1,1,0,0,1,0,0,0,0,0,0,0,0
Tignes - ​Val d'Isère,1.8746988296982998,1.1827626820805102,1.6506721722054285,1.3074233941313191,2.4710595925822476,0.7789529458504614,2.2367280996039223,1.8569055015885574,1.319305466323795,2.5681539430090363,1.0542227486801623,1.8811959443856534,2.3854731909224998,1.5261246624537492,1,0,0,0,1,0,0,0,0,0,0,0,0
Livigno – Carosello/​Mottolino,0.9684395745576434,1.8482774515984504,-0.06613109713748565,0.3850081160632104,-0.12316525580666292,0.5181024003549688,0.44600744551895466,0.23553668604220637,0.7649975895067188,0.2735006543459054,0.29679601788301324,0.5295891892524877,0.33350587606594184,-0.5448454314042755,1,1,0,0,0,0,1,0,0,0,0,0,0
Courchevel (Les 3 Vallées),1.5634304533126033,0.08191118362978218,2.0482867822047615,1.7686310331653736,5.102344795948143,3.5479818134179983,3.3559285084070267,4.486152229501559,3.3286715197856958,4.2297994279030275,5.447297787303627,4.423503888564703,4.671415660810424,5.274873594142509,1,1,0,0,1,0,0,0,0,0,0,0,0
Les Gets (Les Portes du Soleil),0.5111780658848503,-0.19330169098289982,0.8331468058516599,0.8462157550972648,5.065284440971158,3.42758925395854,2.684408263125164,4.3108691143073585,5.1994606040433275,5.100185158085594,1.0542227486801623,4.71313390752181,4.702213280401129,2.0780577299206286,1,1,0,0,1,0,0,0,0,0,0,0,0
Avoriaz (Les Portes du Soleil),0.5111780658848503,-0.19330169098289982,0.8331468058516599,0.8462157550972648,5.065284440971158,3.42758925395854,2.684408263125164,4.3108691143073585,5.1994606040433275,5.100185158085594,1.0542227486801623,4.71313390752181,4.702213280401129,2.0780577299206286,1,1,0,0,1,0,0,0,0,0,0,0,0
Châtel (Les Portes du Soleil),0.5111780658848503,-0.19330169098289982,0.8331468058516599,0.8462157550972648,5.065284440971158,3.42758925395854,2.684408263125164,4.3108691143073585,5.1994606040433275,5.100185158085594,1.0542227486801623,4.71313390752181,4.702213280401129,2.0780577299206286,1,1,0,0,1,0,0,0,0,0,0,0,0
Kitzbühel / Kirchberg (KitzSki),-0.13064079869804612,-0.6936887357332308,0.3389155616468816,1.2151818663245082,1.1924773458762845,0.43784069404866344,0.2781273841984889,0.7964426546636467,0.07211274348537365,1.4603902864130422,1.0542227486801623,0.8514003214270509,1.2370473071566628,2.146438817925375,1,1,0,1,0,0,0,0,0,0,0,0,0
Obergurgl-Hochgurgl,1.3595909855909967,1.7907329414521622,0.5042786471138938,0.7539742272904539,-0.030514368364201835,0.3174481345892053,0.44600744551895466,0.19171590724365636,-0.06646422571889538,-0.2012551984809492,0.5997667102018729,0.014691377773186548,0.07348287516947871,0.2366527172213942,1,1,0,1,0,0,0,0,0,0,0,0,0
Hafjell,-1.4666156884950623,-2.207359546102982,-0.3392588899874947,0.2927665882563995,-0.06757472334118628,-0.6456923410864597,-0.44935288152352915,-0.38671837289720395,0.002824258883239141,-0.517759100365519,-0.4606307129141358,-0.3071197544013767,-0.3125934814038752,-0.17851817423599287,1,1,0,0,0,0,0,1,0,0,0,0,0
Voss,-1.563026247552579,-1.9846873111890846,-0.6346828291926065,0.10828353264277774,-0.21581614324912402,-0.7058886208161887,-0.05763273844244249,-0.421774995936044,-0.48219513333170244,-0.4386331248943765,-0.6121160590735656,-0.5323875469235709,-0.5112598162284313,-0.44715816282606685,1,0,0,0,0,0,0,1,0,0,0,0,0
Kaunertal Glacier (Kaunertaler Gletscher),1.39540062181236,2.7589818730440525,-0.16646375573544817,0.10828353264277774,-0.4196480956225384,-0.7058886208161887,-0.5612729224038396,-0.5882939553705341,-0.5514836179338369,-0.5968850758366614,-0.4606307129141358,-0.5967497733584836,-0.48306481237778465,-0.5448454314042755,0,0,0,1,0,0,0,0,0,0,0,0,0
Geilosiden Geilo,-1.2627762207734556,-0.6936887357332308,-1.188370463677659,0.20052506044958862,-0.34552738566856955,-0.5453652082035779,-0.44935288152352915,-0.474359930494304,0.2799781972917772,-0.2803811739520916,-0.6121160590735656,-0.11403307509663874,-0.4608341362647749,-0.3006272599587537,1,1,0,0,0,0,0,1,0,0,0,0,0
Ski Juwel Alpbachtal Wildschönau,-0.09620845617750448,-0.6186306790206811,0.3296255006655887,0.3850081160632104,-0.21581614324912402,0.2773172814360526,0.05428730243786798,0.04272525932858628,1.2500169817216604,-0.2012551984809492,0.5997667102018729,0.6261325289048567,0.3755598087324063,0.17315599264555853,1,1,0,1,0,0,0,0,0,0,0,0,0
Reither Kogel-Reith im Alpbachtal,-1.1222922632896457,-1.018940314820946,-0.7573116341456718,0.3850081160632104,-0.6605404029729373,-0.725954047392765,-0.6731929632841501,-0.7372846032856042,-0.690060587138106,-0.7551370267789462,-0.4606307129141358,-0.7254742262283089,-0.6810804932673258,-0.5448454314042755,0,1,0,1,0,0,0,0,0,0,0,0,0
Ellmau (SkiWelt Wilder Kaiser-Brixental),-0.18986442783337779,-1.1440370760085286,0.593463232534305,0.661732699483643,1.5816110731346211,1.8022897012558554,1.1734877112409725,1.7166790094331972,2.77436364296862,2.0142721147110394,1.8116494794773113,2.4926370955173236,2.4242738539138897,3.606863483169595,1,1,0,1,0,0,0,0,0,0,0,0,0
Westendorf (SkiWelt Wilder Kaiser-Brixental),-0.18986442783337779,-1.1440370760085286,0.593463232534305,0.661732699483643,1.5816110731346211,1.8022897012558554,1.1734877112409725,1.7166790094331972,2.77436364296862,2.0142721147110394,1.8116494794773113,2.4926370955173236,2.4242738539138897,3.606863483169595,1,1,0,1,0,0,0,0,0,0,0,0,0
Söll (SkiWelt Wilder Kaiser-Brixental),-0.18986442783337779,-1.1440370760085286,0.593463232534305,0.661732699483643,1.5816110731346211,1.8022897012558554,1.1734877112409725,1.7166790094331972,2.77436364296862,2.0142721147110394,1.8116494794773113,2.4926370955173236,2.4242738539138897,3.606863483169595,1,1,0,1,0,0,0,0,0,0,0,0,0
Kitzsteinhorn - Kaprun,1.2865944194474483,2.2535909578462183,0.06207174440435535,0.7539742272904539,-0.43817827311103064,-0.2845146627080853,-0.5053129019636844,-0.413010840176334,-0.6207721025359715,-0.3595071494232341,0.44828136404244306,-0.339300867618833,-0.04066351349663902,-0.28841635138647764,1,0,0,1,0,0,0,0,0,0,0,0,0
Saint Martin de Belleville (Les 3 Vallées),1.5634304533126033,0.08191118362978218,2.0482867822047615,1.7686310331653736,5.102344795948143,3.5479818134179983,3.3559285084070267,4.486152229501559,3.3286715197856958,4.2297994279030275,5.447297787303627,4.423503888564703,4.671415660810424,5.274873594142509,1,1,0,0,1,0,0,0,0,0,0,0,0
La Plagne (Paradiski),1.4766609501608383,0.32459890033369265,1.751004830803391,0.7539742272904539,1.8966240904389888,0.3977098408955107,0.8377275886000413,1.1995938196103069,2.9129406121728887,1.776894188297612,1.2057080948395922,2.331731529430042,2.1961762727621585,0.47354434352355035,1,0,0,0,1,0,0,0,0,0,0,0,0
Schladming (4-Berge-Skischauke),-0.10998139318572114,-0.8312951730395718,0.46897641538498114,0.9384572829040756,0.17331758400921257,0.5782986800846979,-0.2255127997629082,0.30564993211988645,0.14140122808750816,0.8273824826439026,0.9027374025207325,0.5939514156874004,0.788790122860383,0.9204635972688553,1,1,0,1,0,0,0,0,0,0,0,0,0
Alpe d'Huez,1.7011598233947698,0.119440211986057,2.2062178188867394,0.8462157550972648,0.6180418437330257,1.8223551278324317,2.1248080587236116,1.418697713603057,0.9035745587109878,0.906508458115045,2.4175908641150303,1.3019359064714395,1.2280899713179574,1.8069755596160995,1,1,0,0,1,0,0,0,0,0,0,0,0
Formigal,0.21505992020819206,1.0601678561166792,-0.49718992666947276,0.20052506044958862,0.19184776149770477,0.6184295332378505,0.44600744551895466,0.4283481127558265,-0.3436181641274334,0.11524870340362056,-0.6121160590735656,-0.24275752796646402,-0.13062726424470217,0.5297145229560204,1,0,0,0,0,0,0,0,0,0,1,0,0
Axamer Lizum,0.33763905958132034,1.2578207387930598,-0.4786098047068871,-0.35292410639127664,-0.5493593380419839,-0.3647763690143907,-0.5612729224038396,-0.5094165535331441,-0.7593490717402405,-0.2803811739520916,-0.4606307129141358,-0.5645686601410272,-0.48041881970872397,-0.5448454314042755,1,0,0,1,0,0,0,0,0,0,0,0,0
Bansko,0.6406436737620869,-0.21832104322041637,1.0263800742625506,-1.0908563288457638,-0.3084670306915851,-0.3045800892846616,-0.5053129019636844,-0.35166174985836396,-0.48219513333170244,-0.12212922300980676,-0.309145366754706,-0.339300867618833,-0.24377598354379704,0.38318362008870727,1,1,0,0,0,0,0,0,1,0,0,0,0
Baqueira / ​Beret,0.5717789887210036,0.9851097994041295,0.03977559804925257,0.7539742272904539,0.7848134411294557,0.2572518548594762,0.3900474250787994,0.5422821376320566,0.002824258883239141,0.74825650717276,-0.309145366754706,0.2399591702953808,0.4017594738490071,0.9912868669880566,1,0,0,0,0,0,0,0,0,0,1,0,0
Hochkönig-Maria Alm/​Dienten/​Mühlbach,-0.26837016878021275,-0.6936887357332308,0.15311434202102503,0.9384572829040756,0.28449864894016585,0.036532162517136355,0.3900474250787994,0.20924421876307636,0.48784365109818073,-0.043003247538664316,0.14531067172358345,0.2399591702953808,0.2984139405041371,0.7250890601124379,1,1,0,1,0,0,0,0,0,0,0,0,0
Bonneval sur Arc,1.24665290212362,1.9333432492060065,0.2460149518339533,-1.2753393844593854,-0.43817827311103064,-0.5654306347801542,-0.6172329428439949,-0.553237332331694,-0.41290664872956795,-0.517759100365519,-0.6121160590735656,-0.5323875469235709,-0.5912251848417651,-0.5448454314042755,0,0,0,0,1,0,0,0,0,0,0,0,0
Brauneck Lenggries ​Wegscheid,-0.527301384534686,-0.9438822581083962,-0.01039073124972869,-0.6296486898117093,-0.5308291605534917,-0.34471094243781436,-0.44935288152352915,-0.474359930494304,0.14140122808750816,-0.4386331248943765,-0.4606307129141358,-0.2105764147490077,-0.3551028718248501,-0.5448454314042755,0,1,0,0,0,1,0,0,0,0,0,0,0
Brunni - Engelberg,-0.07554905066517949,-0.06820492979531709,-0.05126699956741712,-0.35292410639127664,-0.642010225484445,-0.725954047392765,-0.5612729224038396,-0.7109921360064742,-0.7593490717402405,-0.6760110513078038,-0.4606307129141358,-0.7254742262283089,-0.7134613707665683,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Madonna di Campiglio-​Pinzolo-​Folgàrida-​Marilleva,0.5635152265160736,-0.7687467924457804,1.3310940744489552,0.7539742272904539,0.4327400688481036,0.5782986800846979,0.5579274863992651,0.5422821376320566,0.002824258883239141,1.9351461392398968,1.9631348256367411,1.2053925668190706,1.4502449131965522,-0.5448454314042755,1,1,0,0,0,0,1,0,0,0,0,0,0
Le Lys - Cauterets,-1.0121087672239124,-0.36343328619801235,-1.0954698538647307,-0.4451656341980875,-0.28993685320309287,-0.5453652082035779,-0.5053129019636844,-0.456831618974884,-0.5514836179338369,-0.4386331248943765,-0.4606307129141358,-0.5323875469235709,-0.48657834362686525,-0.5448454314042755,1,0,0,0,1,0,0,0,0,0,0,0,0
Pont d'Espagne - Cauterets,-0.4667004616985327,1.097696884472954,-1.444776146761341,-0.6296486898117093,-0.6234800479959528,-0.7660849005459178,-0.6731929632841501,-0.7372846032856042,-0.828637556342375,-0.6760110513078038,-0.4606307129141358,-0.7576553394457652,-0.679345416107286,-0.5448454314042755,0,0,0,0,1,0,0,0,0,0,0,0,0
Cervinia,2.4848399391622977,1.21278590476553,2.45147542879287,3.613461589301591,0.7106927311754869,3.628243519724304,0.8377275886000413,2.0497169283021774,0.48784365109818073,0.9856344335861874,2.4175908641150303,1.141030340384158,1.2577381022901375,2.0438671859182556,1,0,0,0,0,0,0,0,0,0,0,0,1
Grands Montets-Argentière (Chamonix),1.6254086698495782,0.43718598540251713,1.8680595991676807,1.8608725609721843,-0.5678895155304762,-0.605561487933307,0.11024732287802322,-0.5181807092928541,-0.8979260409445096,-0.4386331248943765,-0.006174674435846377,-0.5967497733584836,-0.42762909711451336,-0.5448454314042755,1,0,0,0,1,0,0,0,0,0,0,0,0
Balme-​Les Autannes-Vallorcine-​Le Tour,0.24122850052380373,0.9400749653765997,-0.3727031095201489,0.8462157550972648,-0.43817827311103064,-0.46510350189727245,-0.6731929632841501,-0.5181807092928541,-0.41290664872956795,-0.5968850758366614,-0.309145366754706,-0.5002064337061146,-0.447061961306959,-0.5448454314042755,1,0,0,0,1,0,0,0,0,0,0,0,0
Crans-Montana,-0.8055147121006625,-1.344191893908661,-0.08842724349258843,1.6763895053585627,0.34008918140564254,0.6184295332378505,0.16620734331817846,0.4546405800349565,-0.1357527103210299,-0.2803811739520916,0.14531067172358345,-0.14621418831409508,-0.1295428410196773,-0.5448454314042755,1,0,0,0,0,0,0,0,0,0,0,0,1
Rinerhorn (Davos Klosters),0.5442331147045703,0.9425769006003514,0.03420156146047688,0.5694911716768322,-0.49376880557650726,-0.34471094243781436,-0.2255127997629082,-0.421774995936044,-0.5514836179338369,-0.7551370267789462,-0.4606307129141358,-0.6611119997933962,-0.6197021387309182,-0.5106548874019025,1,0,0,0,0,0,0,0,0,0,0,0,1
Jakobshorn (Davos Klosters),0.6819624847867369,1.1577433298429936,0.06021373220809679,1.491906449744941,-0.21581614324912402,-0.5252997816270015,-0.5612729224038396,-0.413010840176334,-0.6207721025359715,-0.3595071494232341,-0.1576600205952762,-0.4680253204886583,-0.4266748046764915,-0.20293999138054503,1,0,0,0,0,0,0,0,0,0,0,0,1
Pischa (Davos Klosters),0.5345920587988187,1.808246488018424,-0.6216767438187966,-0.1684410507776549,-0.6790705804614294,-0.7861503271224941,-0.6731929632841501,-0.7723412263244442,-0.967214525546644,-0.7551370267789462,-0.4606307129141358,-0.8541986790981342,-0.7520017721839523,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Madrisa (Davos Klosters),0.7108856525039918,0.16197311078983512,0.8387208424404355,0.9384572829040756,-0.5678895155304762,-0.605561487933307,-0.16955277932275295,-0.544473176571984,-0.48219513333170244,-0.5968850758366614,-0.4606307129141358,-0.5645686601410272,-0.6253411395010475,-0.5228657959741786,1,0,0,0,0,0,0,0,0,0,0,0,1
Cortina d'Ampezzo,1.1419785808611733,0.3671317991374708,1.2679216597761642,0.9384572829040756,0.15478740652072034,0.3174481345892053,0.44600744551895466,0.2793574648407564,-0.41290664872956795,1.3021383354707574,0.29679601788301324,0.4008647363826624,0.2736240255800686,-0.22736180852509721,1,0,0,0,0,0,1,0,0,0,0,0,0
St. Moritz - Corviglia,1.325158643070455,1.6080916701182915,0.593463232534305,2.5065632556198607,0.09919687405524369,0.7990183724270378,1.2294477316811279,0.5861029164306066,-0.2050411949231644,0.194374678874763,0.14531067172358345,0.014691377773186548,-0.0922386820788218,-0.1296745399468885,1,0,0,0,0,0,0,0,0,0,0,0,1
Espace Diamant-Les Saisies/​Notre-Dame-de-Bellecombe/​Praz sur Arly/​Flumet/​Crest-Voland,-0.03560753334135117,-0.19330169098289982,0.09551596393700952,-0.1684410507776549,1.7669128480195433,0.1970555751297472,-0.05763273844244249,0.9103766795398768,2.705075158366485,1.618642237355327,-0.6121160590735656,1.7846526047332845,1.2010878330148382,0.6078643378185873,1,1,0,0,1,0,0,0,0,0,0,0,0
Fonna Glacier,-0.8743793971417458,0.3070853537674311,-1.4076159028361697,0.016042004835966853,-0.642010225484445,-0.7460194739693414,-0.6731929632841501,-0.7285204475258942,-0.8979260409445096,-0.7551370267789462,-0.6121160590735656,-0.8541986790981342,-0.7433263863837533,-0.5448454314042755,1,0,0,0,0,0,0,1,0,0,0,0,0
Galtür,0.2825473115484537,1.307859443268093,-0.5900905364824011,-0.1684410507776549,-0.5678895155304762,-0.2845146627080853,-0.0016727180022872532,-0.39548252865691397,-0.3436181641274334,-0.5968850758366614,-0.309145366754706,-0.4680253204886583,-0.43443927496766954,-0.22003526338173157,1,1,0,1,0,0,0,0,0,0,0,0,0
Glencoe Mountain,-1.4115239404621958,-1.7945402341839587,-0.5715104145198153,-0.6296486898117093,-0.5493593380419839,-0.5854960613567306,-0.2814728202030634,-0.562001488091404,-0.5514836179338369,-0.5968850758366614,-0.6121160590735656,-0.6289308865759399,-0.6435594496814653,-0.5448454314042755,0,0,0,0,0,0,0,0,1,0,0,0,0
Golm,0.02086150839233714,-1.068979019295979,0.8219987326741085,0.5694911716768322,-0.43817827311103064,-0.5453652082035779,-0.6172329428439949,-0.544473176571984,-0.690060587138106,-0.4386331248943765,-0.1576600205952762,-0.5323875469235709,-0.41713188029627263,-0.24445708052628373,0,0,0,1,0,0,0,0,0,0,0,0,0
Grandvalira – Pas de la Casa/​Grau Roig/​Soldeu/​El Tarter/​Canillo/​Encamp,0.7508271698278202,1.5830723178807748,-0.16274773134293102,0.4772496438700212,1.1739471683877922,0.7588875192738851,1.1734877112409725,1.068131483214657,1.596459404732333,1.4603902864130422,0.44828136404244306,1.4306603593412648,1.3781741456613994,1.9754860979135094,1,1,1,0,0,0,0,0,0,0,0,0,0
El Tarter – Pas de la Casa/​Grau Roig/​Soldeu/​Canillo/​Encamp (Grandvalira),0.7508271698278202,1.5830723178807748,-0.16274773134293102,0.4772496438700212,1.1739471683877922,0.7588875192738851,1.1734877112409725,1.068131483214657,1.596459404732333,1.4603902864130422,0.44828136404244306,1.4306603593412648,1.3781741456613994,1.9754860979135094,1,1,1,0,0,0,0,0,0,0,0,0,0
Gresse en Vercors,-0.47358693020264103,0.41967243883625555,-0.9505449025565627,-2.1055131347206832,-0.5308291605534917,-0.6456923410864597,-0.3933928610833739,-0.5970581111302441,-0.2743296795252989,-0.6760110513078038,-0.6121160590735656,-0.5323875469235709,-0.621697477464964,-0.42029416396705943,1,0,0,0,1,0,0,0,0,0,0,0,0
Wasserngrat (Gstaad),-0.26837016878021275,0.4947304955488052,-0.7294414512017934,1.1229403385176975,-0.6234800479959528,-0.725954047392765,-0.5612729224038396,-0.6934638244870541,-0.967214525546644,-0.6760110513078038,-0.6121160590735656,-0.8541986790981342,-0.7498329257339025,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Wispile (Gstaad),-0.21190112704652445,-0.07821267069032371,-0.2277781582119808,1.1229403385176975,-0.6234800479959528,-0.725954047392765,-0.6172329428439949,-0.7022279802467641,-0.7593490717402405,-0.7551370267789462,-0.309145366754706,-0.7254742262283089,-0.691252383118059,-0.5448454314042755,0,1,0,0,0,0,0,0,0,0,0,0,1
Heiti - Gsteig (Gstaad),-0.9983358302156958,0.37463760480872577,-1.6250033297984219,1.1229403385176975,-0.6790705804614294,-0.7861503271224941,-0.6731929632841501,-0.7635770705647342,-0.8979260409445096,-0.7551370267789462,-0.6121160590735656,-0.8541986790981342,-0.7563394650840517,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Arosa Lenzerheide,1.060718252512695,0.3796414752562291,1.149008879215616,1.9531140887789953,1.3777791207612067,0.9595417850396486,0.8377275886000413,1.1995938196103069,0.6957091049045843,0.6691305317016176,0.5997667102018729,0.7226758685572257,0.6173211225194506,-0.5448454314042755,1,1,0,0,0,0,0,0,0,0,0,0,1
Villars -​ Gryon / Les Diablerets,0.0346344454005538,0.3671317991374708,-0.22592014601572225,1.1229403385176975,0.2659684714516736,0.11679386882344177,-0.44935288152352915,0.1040743496465563,0.41855516649604624,-0.043003247538664316,-0.006174674435846377,0.17559694386046817,0.07443716760750059,-0.5448454314042755,1,0,0,0,0,0,0,0,0,0,0,0,1
Verbier (4 Vallées),1.7011598233947698,-0.641148096034446,2.771053526549343,2.229838672199428,1.3036584108072378,3.2670658413459295,5.090689142051839,2.8384909466760777,1.7350363739366021,0.5900045562304752,2.2661055179556007,1.5272036989936337,1.0746440849769385,-0.5448454314042755,1,1,0,0,0,0,0,0,0,0,0,0,1
Nendaz (4 Vallées),1.7011598233947698,-0.641148096034446,2.771053526549343,2.229838672199428,1.3036584108072378,3.2670658413459295,5.090689142051839,2.8384909466760777,1.7350363739366021,0.5900045562304752,2.2661055179556007,1.5272036989936337,1.0746440849769385,-0.5448454314042755,1,1,0,0,0,0,0,0,0,0,0,0,1
Thyon (4 Vallées),1.7011598233947698,-0.641148096034446,2.771053526549343,2.229838672199428,1.3036584108072378,3.2670658413459295,5.090689142051839,2.8384909466760777,1.7350363739366021,0.5900045562304752,2.2661055179556007,1.5272036989936337,1.0746440849769385,-0.5448454314042755,1,1,0,0,0,0,0,0,0,0,0,0,1
Veysonnaz (4 Vallées),1.7011598233947698,-0.641148096034446,2.771053526549343,2.229838672199428,1.3036584108072378,3.2670658413459295,5.090689142051839,2.8384909466760777,1.7350363739366021,0.5900045562304752,2.2661055179556007,1.5272036989936337,1.0746440849769385,-0.5448454314042755,1,1,0,0,0,0,0,0,0,0,0,0,1
Ischgl,1.0703593084184468,0.749927888371474,0.8870291595431583,0.9384572829040756,0.19184776149770477,2.063140246751348,2.0688480382834564,1.313527844486537,-0.06646422571889538,1.2230123599996148,0.44828136404244306,0.5617703024699441,1.1438953521270265,2.385772625941986,1,0,0,1,0,0,0,0,0,0,0,0,0
Kleine Scheidegg / ​Männlichen-Grindelwald / ​Wengen,0.310093185564887,-0.33341006351299246,0.665925708188389,1.2151818663245082,-0.06757472334118628,0.33751356116578163,0.05428730243786798,0.12160266116597632,-0.2743296795252989,0.03612272793247812,0.29679601788301324,-0.0496708486617261,-0.13496495714480164,-0.5448454314042755,0,0,0,0,0,0,0,0,0,0,0,0,1
Kranjska Gora,-1.211816353843054,-0.6936887357332308,-1.119624012416092,-0.8141317454253311,-0.49376880557650726,-0.6256269145098833,-0.5612729224038396,-0.5970581111302441,0.07211274348537365,-0.3595071494232341,-0.6121160590735656,-0.24275752796646402,-0.3838617757525096,-0.5448454314042755,1,1,0,0,0,0,0,0,1,0,0,0,0
Kuühtai,0.5855519257292202,2.1535135488961523,-0.8093359756409116,-0.4451656341980875,-0.5678895155304762,-0.26444923613150895,-0.2255127997629082,-0.413010840176334,-0.5514836179338369,-0.3595071494232341,-0.4606307129141358,-0.5002064337061146,-0.3951397772927683,-0.3494708942478581,1,1,0,1,0,0,0,0,0,0,0,0,0
La Grave - La Meije,1.9821277383623896,0.9826078641803778,1.9442380992142816,0.661732699483643,-0.6234800479959528,-0.7861503271224941,-0.6731929632841501,-0.7460487590453142,-0.8979260409445096,-0.7551370267789462,-0.309145366754706,-0.7898364526632216,-0.737687385613624,-0.5448454314042755,0,0,0,0,1,0,0,0,0,0,0,0,0
Espace San Bernardo – La Rosière/​La Thuile,0.7522044635286419,0.2470389083973914,0.8312887936554013,0.10828353264277774,0.34008918140564254,0.8792800787333432,0.5579274863992651,0.6299236952291566,0.48784365109818073,0.6691305317016176,-0.4606307129141358,0.4008647363826624,0.39464565749284397,-0.5448454314042755,1,0,0,0,1,0,0,0,0,0,0,0,0
La Thuile / La Rosière - Espace San Bernardo,0.7522044635286419,0.2470389083973914,0.8312887936554013,0.10828353264277774,0.34008918140564254,0.8792800787333432,0.5579274863992651,0.6299236952291566,0.48784365109818073,0.6691305317016176,-0.4606307129141358,0.4008647363826624,0.39464565749284397,-0.5448454314042755,1,0,0,0,0,0,1,0,0,0,0,0,0
La Tania-Val Thorens/​Les Menuires/​Méribel (Les 3 Vallées),1.5634304533126033,0.08191118362978218,2.0482867822047615,1.7686310331653736,5.102344795948143,3.5479818134179983,3.3559285084070267,4.486152229501559,3.3286715197856958,4.2297994279030275,5.447297787303627,4.423503888564703,4.671415660810424,5.274873594142509,1,1,0,0,1,0,0,0,0,0,0,0,0
The Lecht,-1.8178255822045872,-1.1015041772047505,-1.6342933907797146,-0.8141317454253311,-0.5864196930189683,-0.605561487933307,-0.44935288152352915,-0.6145864226496641,-0.1357527103210299,-0.6760110513078038,-0.6121160590735656,-0.4680253204886583,-0.5578900149045006,-0.5448454314042755,1,1,0,0,0,0,0,0,1,0,0,0,0
Les Deux alpes,2.017937374583753,0.5072401716675634,2.3455687336061315,0.661732699483643,1.3592489432727144,0.33751356116578163,1.2294477316811279,0.9804899256175568,0.8342860741088532,0.906508458115045,0.44828136404244306,0.8514003214270509,0.7994608473946276,0.0022032726336932732,1,1,0,0,1,0,0,0,0,0,0,0,0
Les Contamines-​Hauteluce,0.471236548561022,0.21701568571237154,0.47455045197375684,-0.2606825785844658,0.062136519078259254,0.41777526747208704,0.44600744551895466,0.2793574648407564,-0.1357527103210299,-0.12212922300980676,-0.006174674435846377,-0.11403307509663874,-0.032552027773453,-0.5448454314042755,0,1,0,0,1,0,0,0,0,0,0,0,0
Les Orres,0.8610106658935535,1.1827626820805102,0.2831751957591246,-0.6296486898117093,-0.12316525580666292,0.41777526747208704,-0.11359275888259773,0.1040743496465563,-0.2050411949231644,-0.043003247538664316,-0.6121160590735656,-0.24275752796646402,-0.31346101998389514,-0.08083090565778414,1,0,0,0,1,0,0,0,0,0,0,0,0
Courmayeur / Chécrouit -​ Val Veny,0.9092159454223118,0.3195950298861894,0.9892198303373794,0.3850081160632104,-0.38258774064555395,-0.3647763690143907,-0.44935288152352915,-0.413010840176334,-0.690060587138106,-0.12212922300980676,0.29679601788301324,-0.3071197544013767,-0.2380502289156657,0.13896544864318547,1,0,0,0,0,0,1,0,0,0,0,0,0
